label,Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
342-U1410A-002H-5-0.38,14.88,74.5,25.67,49.4,1.2,1.0
194-1193A-002H-6-0.8,14.9,53.2,35.8,51.8,-0.85,9.26
342-U1407A-002H-7-0.25,14.92,69.2,25.12,60.3,6.3,19.9
342-U1403A-002H-7-0.15,14.95,71.1,26.11,39.1,4.2,29.9
194-1195A-003H-1-0.8,15.0,63.8,32.0,59.08,0.32,11.69
194-1194A-003H-1-0.8,15.0,63.9,25.8,50.84,-1.48,8.9
359-U1465A-002H-6-0.44,15.04,71.2,13.073,45.0,3.4,4.2
372-U1517C-002H-7-0.55,15.05,43.2,45.938,44.53,1.75,-2.25
359-U1470A-003H-3-0.7,15.06,72.6,69.954,45.5,1.8,4.0
342-U1404A-003H-1-0.86,15.06,82.6,22.95,44.2,-1.8,2.4
317-U1353A-003H-4-1.26,15.06,49.4,28.561,33.6,-0.9,1.4
317-U1353A-003H-4-1.28,15.08,47.9,28.561,33.6,-0.9,1.4
194-1195B-002H-5-0.8,15.2,72.1,33.0,61.79,0.8,13.57
359-U1466A-003H-1-0.76,15.26,68.9,33.501,49.5,3.4,9.1
194-1197A-002H-7-0.16,15.26,63.6,19.0,61.67,1.43,12.38
342-U1411B-003H-4-0.38,15.28,75.5,22.23,50.1,-3.5,2.7
194-1198A-003H-1-0.8,15.3,63.7,29.4,51.09,0.1,9.7
194-1193A-002H-7-0.2,15.31,56.8,32.2,49.87,-0.93,9.11
342-U1406A-002H-7-0.18,15.38,79.6,10.17,64.8,3.8,14.5
342-U1405A-002H-7-0.18,15.38,75.5,21.18,51.8,4.2,15.8
342-U1409A-003H-4-0.38,15.48,58.1,31.07,47.6,2.6,5.9
342-U1403A-003H-1-0.38,15.68,77.6,22.44,53.1,5.3,11.9
342-U1408A-003H-2-0.38,15.68,54.7,23.27,58.1,1.9,11.0
342-U1403A-003H-1-0.38,15.68,77.6,22.44,53.1,5.3,11.9
317-U1351A-003H-3-0.74,15.94,37.0,24.975,47.5,-1.5,1.7
342-U1405A-003H-1-0.38,16.08,86.2,13.26,48.6,3.3,16.2
342-U1406A-003H-1-0.38,16.08,76.2,10.66,65.6,3.5,11.8
342-U1404A-003H-2-0.38,16.08,81.2,31.83,38.9,-2.8,5.2
342-U1406A-003H-1-0.38,16.08,76.2,10.66,65.6,3.5,11.8
317-U1351B-002H-6-0.995,16.3,46.8,52.708,39.2,-0.6,-0.8
317-U1354B-004H-3-1.21,16.31,47.1,67.306,47.6,-0.5,1.2
359-U1468A-003H-3-0.71,16.35,80.0,18.191,42.8,1.7,7.5
342-U1410A-002H-6-0.38,16.38,73.2,20.82,48.0,0.4,3.7
194-1197A-003H-1-0.8,16.4,61.3,20.4,63.3,0.73,11.82
317-U1352B-002H-6-0.79,16.49,46.4,53.608,45.0,0.5,-3.5
194-1195A-003H-2-0.8,16.5,70.4,28.6,51.58,0.55,10.83
194-1194A-003H-2-0.8,16.5,64.4,22.2,54.77,-1.1,13.13
372-U1517C-003F-1-1.33,16.53,44.4,45.361,38.07,0.76,-0.44
359-U1466A-003H-2-0.6,16.6,69.8,40.018,46.2,2.7,7.9
194-1195B-002H-6-0.8,16.7,70.1,25.6,63.56,0.87,11.51
359-U1467B-003H-3-0.73,16.73,70.6,21.824,37.8,1.3,5.8
359-U1467B-003H-3-0.73,16.73,70.6,21.824,37.8,1.3,5.8
359-U1467A-003H-3-0.74,16.74,69.7,24.548,39.3,0.9,9.7
317-U1352B-002H-7-0.08,16.78,49.9,51.495,53.6,0.5,-2.6
342-U1411B-003H-5-0.38,16.78,70.9,29.45,45.8,-1.4,3.4
194-1198A-003H-2-0.8,16.8,61.8,27.6,59.16,,8.97
342-U1407A-003H-1-0.52,16.82,68.2,20.16,66.7,6.4,17.6
194-1193A-003H-1-0.8,16.9,67.6,37.6,48.69,-0.28,6.48
342-U1409A-003H-5-0.38,16.98,65.5,31.56,51.4,2.1,0.3
342-U1408A-003H-3-0.38,17.18,73.6,22.29,61.9,2.2,4.3
342-U1403A-003H-2-0.38,17.18,73.9,43.14,49.0,3.9,10.4
317-U1353A-003H-6-0.74,17.25,46.0,32.982,34.8,-0.9,1.1
359-U1465A-003H-1-0.71,17.31,55.1,13.724,54.7,4.5,7.8
317-U1351A-003H-4-0.74,17.44,40.6,67.155,39.4,-0.1,-0.8
342-U1406A-003H-2-0.38,17.46,79.4,15.07,59.9,-1.0,1.9
342-U1406A-003H-2-0.38,17.46,79.4,15.07,59.9,-1.0,1.9
342-U1404A-003H-3-0.38,17.58,77.1,27.86,48.3,0.5,-0.5
342-U1405A-003H-2-0.38,17.59,84.5,17.12,47.2,-3.4,2.1
342-U1410A-002H-7-0.18,17.68,68.4,16.01,54.2,0.7,0.4
317-U1351B-003H-1-1.0,17.7,41.1,53.29,36.7,-0.6,0.0
317-U1353B-003H-1-0.73,17.73,46.7,59.098,44.4,-1.2,1.7
359-U1470A-003H-5-0.69,17.81,74.7,31.934,41.5,1.6,5.5
359-U1471A-003H-3-0.79,17.89,71.3,29.178,41.0,1.4,6.2
194-1197A-003H-2-0.8,17.9,65.1,21.4,63.98,1.24,12.71
194-1194A-003H-3-0.8,18.0,65.3,27.0,52.52,-0.96,9.52
194-1195A-003H-3-0.8,18.0,68.7,27.0,61.96,1.07,10.81
372-U1517C-003F-2-1.32,18.02,45.5,45.759,38.41,0.85,-0.29
342-U1407A-003H-2-0.38,18.18,71.9,18.03,70.7,7.0,17.2
359-U1466A-003H-3-0.7,18.2,64.7,28.561,56.6,2.5,10.7
359-U1466A-003H-3-0.7,18.2,64.7,28.561,56.6,2.5,10.7
342-U1411B-003H-6-0.38,18.28,74.3,35.82,22.7,-1.7,24.6
342-U1411B-003H-6-0.38,18.28,74.3,,22.7,-1.7,24.6
194-1198A-003H-3-0.8,18.3,57.3,24.6,68.35,-0.37,10.81
342-U1409A-003H-6-0.2,18.3,73.3,26.12,56.1,4.2,10.6
342-U1410A-003H-1-0.38,18.38,71.6,14.38,46.7,0.7,-0.1
342-U1410A-003H-1-0.38,18.38,71.6,14.38,46.7,0.7,-0.1
317-U1351A-004H-1-0.195,18.4,35.2,9.015,29.1,1.6,-3.5
194-1193A-003H-2-0.8,18.4,62.2,42.0,52.2,-0.54,10.89
342-U1403A-003H-3-0.38,18.68,72.4,23.62,49.6,4.0,16.3
342-U1408A-003H-4-0.38,18.68,75.8,24.02,57.7,1.8,4.9
194-1195B-003H-1-0.8,18.7,69.0,18.6,54.27,2.16,13.06
194-1195B-003H-1-0.8,18.7,69.0,18.6,54.27,2.16,13.06
317-U1353A-004H-1-0.56,18.76,46.6,55.887,48.1,-0.3,2.6
359-U1465A-003H-2-0.74,18.79,66.7,11.394,55.1,4.1,8.3
342-U1406A-003H-3-0.38,18.96,79.8,15.35,59.5,-2.8,0.5
342-U1404A-003H-4-0.38,19.08,74.5,25.32,48.3,-0.1,0.3
317-U1352B-003H-1-1.42,19.12,48.5,48.214,46.0,0.1,-3.2
342-U1405A-003H-3-0.38,19.13,84.4,19.59,48.5,-1.8,0.1
317-U1354B-005H-1-1.46,19.16,44.4,50.979,46.0,-1.7,3.3
317-U1354B-005H-1-1.48,19.18,43.8,50.979,46.0,-1.7,3.3
317-U1354B-005H-1-1.48,19.18,43.8,50.979,46.0,-1.7,3.3
317-U1351B-003H-2-1.0,19.2,42.4,63.133,48.6,-0.7,-0.1
359-U1468A-003H-5-0.73,19.22,66.1,14.371,47.8,1.7,8.9
372-U1517C-003F-3-1.07,19.27,43.3,45.455,38.71,1.11,-1.25
372-U1517C-003F-3-1.07,19.27,43.3,45.455,38.71,1.11,-1.25
194-1197A-003H-3-0.8,19.4,58.8,18.8,65.88,0.0,9.92
194-1195A-003H-4-0.8,19.5,70.5,20.8,59.32,1.41,11.14
194-1195A-003H-4-0.8,19.5,70.5,20.8,59.32,1.41,11.14
194-1194A-003H-4-0.8,19.5,61.2,24.2,51.29,-1.14,12.04
342-U1411B-003H-7-0.16,19.56,75.8,32.42,53.1,0.4,-0.2
342-U1407A-003H-3-0.38,19.68,69.4,18.72,72.0,6.5,16.7
359-U1466A-003H-4-0.7,19.7,67.7,18.404,54.0,2.2,9.5
359-U1467B-003H-5-0.73,19.73,67.9,29.378,39.0,0.8,7.5
359-U1467A-003H-5-0.74,19.74,67.4,28.228,40.8,0.8,8.9
342-U1409A-003H-7-0.18,19.78,65.8,28.06,58.9,4.9,10.0
342-U1409A-003H-7-0.18,19.78,65.8,28.06,58.9,4.9,10.0
194-1198A-003H-4-0.8,19.8,62.8,27.4,64.19,-0.8,11.17
194-1192A-003H-1-0.8,19.8,73.5,30.0,58.75,1.26,12.76
342-U1410A-003H-2-0.38,19.88,65.3,22.21,48.6,1.1,-0.8
194-1193A-003H-3-0.8,19.9,65.3,33.8,54.33,-0.74,10.33
317-U1351A-004H-2-0.275,19.97,51.5,53.423,47.2,-0.7,-0.6
359-U1465A-003H-3-0.43,19.98,60.0,17.306,45.3,3.4,3.0
317-U1354B-005H-2-0.96,20.16,44.4,38.935,39.5,-2.0,5.0
342-U1408A-003H-5-0.38,20.18,72.5,25.27,49.6,2.4,11.5
342-U1403A-003H-4-0.38,20.18,80.9,19.74,47.0,2.5,24.1
194-1195B-003H-2-0.8,20.2,67.5,26.2,59.63,3.35,15.78
317-U1351A-004H-2-0.495,20.2,43.4,55.54,39.0,0.6,-2.1
342-U1411B-004H-1-0.38,20.28,76.1,29.92,47.5,-3.9,1.1
342-U1406A-003H-4-0.38,20.46,77.4,15.56,58.3,-2.8,0.5
342-U1404A-003H-5-0.27,20.47,78.0,24.65,44.9,-2.3,2.9
342-U1405A-003H-4-0.38,20.63,83.0,23.62,44.8,-3.6,2.7
317-U1352B-003H-2-1.44,20.64,42.8,42.75,46.1,0.2,-2.6
359-U1471A-003H-5-0.78,20.88,69.5,38.498,41.8,1.5,7.3
194-1197A-003H-4-0.8,20.9,68.1,14.8,72.32,0.14,10.84
194-1197A-003H-4-0.8,20.9,68.1,14.8,72.32,0.14,10.84
342-U1409A-004H-1-0.85,20.95,73.6,30.04,53.6,5.8,15.8
194-1195A-003H-5-0.8,21.0,67.5,25.6,63.86,3.14,16.83
194-1194A-003H-5-0.8,21.0,63.5,28.4,50.14,-1.62,10.94
317-U1351B-003H-3-1.41,21.11,46.9,52.909,45.7,-1.1,1.0
342-U1407A-003H-4-0.38,21.18,68.2,19.23,71.0,6.1,15.0
342-U1407A-003H-4-0.38,21.18,68.2,19.23,71.0,6.1,15.0
359-U1466A-003H-5-0.74,21.24,61.6,16.374,55.8,2.7,7.6
372-U1517C-004F-1-1.38,21.28,42.2,45.211,39.4,1.27,-2.28
194-1198A-003H-5-0.8,21.3,70.8,23.8,54.93,0.45,10.41
194-1192A-003H-2-0.8,21.3,68.9,32.2,59.31,0.42,14.15
342-U1410A-003H-3-0.38,21.38,68.4,21.5,52.0,1.7,2.0
194-1193A-003H-4-0.8,21.4,59.1,28.0,52.17,-0.9,7.18
194-1193A-003H-4-0.8,21.4,59.1,28.0,52.17,-0.9,7.18
342-U1408A-003H-6-0.27,21.57,76.5,24.63,54.9,2.2,5.4
342-U1404A-003H-6-0.2,21.6,79.7,22.97,48.8,-1.7,1.2
317-U1351B-003H-4-0.47,21.67,41.3,55.447,40.0,-0.6,0.0
342-U1403A-003H-5-0.38,21.68,79.5,18.6,53.5,4.9,21.4
194-1195B-003H-3-0.8,21.7,71.5,23.6,62.34,2.63,16.99
359-U1470A-004H-1-0.67,21.77,69.8,22.584,41.4,2.1,4.6
342-U1411B-004H-2-0.38,21.78,74.1,34.06,44.2,-1.8,1.5
342-U1411B-004H-2-0.38,21.78,74.1,34.06,44.2,-1.8,1.5
317-U1354B-007H-1-0.94,21.84,44.1,39.271,31.3,-1.1,0.9
359-U1467B-003H-7-0.42,21.84,70.2,21.119,39.7,0.9,7.6
317-U1354B-007H-1-0.96,21.86,46.2,39.271,21.9,1.3,-2.9
342-U1409A-004H-2-0.3,21.9,71.6,28.31,56.9,4.7,14.2
359-U1467A-003H-7-0.3,21.91,65.3,21.741,39.1,0.7,8.9
317-U1351A-004H-3-0.745,21.94,44.4,56.388,43.0,-0.6,2.0
342-U1406A-003H-5-0.38,21.96,75.6,12.39,55.5,-1.8,1.4
317-U1352B-003H-3-1.36,22.06,51.6,50.309,49.3,-0.6,-3.3
342-U1405A-003H-5-0.38,22.13,83.8,19.13,55.4,-2.3,-1.1
194-1197A-003H-5-0.8,22.4,68.7,19.4,61.53,0.45,9.79
317-U1353A-004H-3-1.26,22.46,47.2,58.441,49.6,-1.6,2.9
317-U1353A-004H-3-1.28,22.48,46.7,58.441,49.6,-1.6,2.9
342-U1408A-003H-7-0.19,22.49,71.1,35.73,50.6,-0.1,0.2
317-U1351B-004H-1-0.395,22.5,45.4,38.846,46.4,-0.8,0.3
194-1195A-003H-6-0.8,22.5,68.4,23.2,65.48,3.1,17.8
194-1194A-003H-6-0.8,22.5,63.9,25.0,51.98,-1.21,11.58
359-U1466A-003H-6-0.5,22.5,63.8,11.3,54.4,2.6,7.7
372-U1517C-004F-2-1.28,22.68,44.9,46.208,47.91,1.94,-1.26
342-U1407A-003H-5-0.41,22.71,69.3,19.04,68.8,5.9,16.0
194-1192A-003H-3-0.8,22.8,65.4,35.6,55.09,0.02,14.59
194-1192A-003H-3-0.8,22.8,65.4,35.6,55.09,0.02,14.59
194-1198A-003H-6-0.8,22.8,61.9,31.2,56.36,0.43,10.45
342-U1410A-003H-4-0.38,22.88,67.1,24.23,48.4,0.5,1.1
194-1193A-003H-5-0.8,22.9,61.7,22.6,60.07,-0.64,11.11
359-U1471A-003H-7-0.33,22.93,71.1,34.697,32.0,1.2,4.5
317-U1353B-003H-4-1.45,22.95,46.7,58.854,50.6,-1.3,1.9
317-U1353B-003H-4-1.48,22.98,46.1,58.854,50.6,-1.3,1.9
359-U1468A-004H-1-0.67,23.07,64.9,16.688,45.9,1.0,11.5
317-U1351A-004H-4-0.395,23.1,25.5,66.653,44.8,-0.9,2.3
317-U1351A-004H-4-0.395,23.1,25.5,66.653,44.8,-0.9,2.3
342-U1403A-003H-6-0.35,23.15,79.6,23.52,52.5,7.2,22.3
194-1195B-003H-4-0.8,23.2,75.8,24.4,62.99,5.07,24.05
194-1195B-003H-4-0.8,23.2,75.8,24.4,62.99,5.07,24.05
359-U1467B-004H-1-0.73,23.23,65.6,25.258,42.8,0.9,8.8
359-U1467A-004H-1-0.74,23.24,70.7,27.281,38.8,1.1,11.0
317-U1351B-004H-1-1.16,23.26,39.7,42.526,37.0,0.3,-0.2
342-U1411B-004H-3-0.38,23.28,70.3,33.46,36.4,-0.2,5.1
359-U1466A-003H-7-0.3,23.31,72.5,4.717,55.2,3.0,4.9
194-1195A-003H-7-0.2,23.4,70.3,20.8,66.34,3.51,21.83
194-1194A-003H-7-0.2,23.4,62.4,32.6,51.4,-1.37,10.96
194-1194A-003H-7-0.2,23.4,62.4,32.6,51.4,-1.37,10.96
342-U1409A-004H-3-0.3,23.4,70.1,27.98,59.1,5.0,14.8
342-U1406A-003H-6-0.38,23.46,78.7,11.78,64.2,-1.5,-0.9
194-1198A-003H-7-0.2,23.6,60.0,26.2,51.72,0.22,7.52
342-U1405A-003H-6-0.38,23.63,83.1,20.06,38.9,-5.2,3.4
372-U1517C-004F-3-1.09,23.79,43.1,46.788,48.95,2.09,-8.0
194-1197A-003H-6-0.8,23.9,66.2,15.2,65.65,1.03,12.99
342-U1407A-003H-6-0.23,24.03,70.2,19.02,70.8,6.1,15.7
342-U1408A-004H-1-0.82,24.12,70.3,50.95,51.2,-1.6,0.1
317-U1352B-003H-5-0.59,24.29,46.4,55.003,47.4,-0.6,-2.1
194-1192A-003H-4-0.8,24.3,58.4,32.2,56.28,0.34,14.68
359-U1470A-004H-3-0.67,24.32,70.7,27.864,44.0,2.1,5.3
359-U1471A-004H-1-0.74,24.34,69.7,29.824,38.4,1.1,5.5
317-U1351A-004H-5-0.165,24.36,17.8,68.983,39.5,-1.2,4.0
342-U1410A-003H-5-0.38,24.38,66.4,23.76,45.9,1.1,0.3
194-1193A-003H-6-0.8,24.4,59.1,21.6,56.99,-0.79,11.27
194-1193A-003H-6-0.8,24.4,59.1,21.6,56.99,-0.79,11.27
342-U1403A-003H-7-0.15,24.45,80.2,18.91,48.6,5.0,23.0
372-U1517C-004F-4-0.53,24.45,42.3,45.601,38.26,1.16,-0.91
194-1195A-004H-1-0.8,24.5,69.7,26.8,57.13,2.98,18.36
194-1194A-004H-1-0.8,24.5,56.3,26.0,50.33,-0.86,9.21
317-U1354B-007H-4-0.22,24.54,46.1,40.176,27.5,0.0,-1.5
317-U1351B-004H-2-1.0,24.6,43.0,59.766,42.7,-1.0,2.7
359-U1466A-004H-1-0.65,24.65,75.5,6.311,51.7,2.4,5.6
194-1195B-003H-5-0.8,24.7,71.1,32.4,68.69,2.62,18.19
342-U1406A-003H-7-0.15,24.73,76.4,10.72,60.5,-1.7,1.8
317-U1353B-003H-6-0.23,24.73,44.2,76.556,46.0,-1.3,3.0
342-U1411B-004H-4-0.38,24.78,73.2,31.25,44.1,0.8,0.5
194-1197A-003H-7-0.2,24.8,55.3,17.4,72.46,-0.03,9.3
194-1198A-004H-1-0.8,24.8,57.4,24.0,66.73,-0.54,11.53
342-U1409A-004H-4-0.3,24.9,67.2,28.96,53.2,3.4,9.2
342-U1405A-003H-7-0.17,24.92,83.2,19.47,46.3,-3.1,2.3
342-U1407A-003H-7-0.27,25.07,70.1,17.33,73.5,6.0,14.4
342-U1408A-004H-2-0.38,25.18,71.3,31.53,49.4,-1.5,3.9
342-U1403A-004H-1-0.38,25.18,80.2,18.46,52.5,2.3,13.2
194-1193A-003H-7-0.2,25.3,63.5,23.0,53.8,-0.53,9.6
317-U1351A-005H-1-0.395,25.5,37.2,11.246,41.8,-0.5,0.0
342-U1406A-004H-1-0.38,25.58,75.8,10.65,61.1,-1.5,0.2
342-U1405A-004H-1-0.38,25.58,86.0,16.82,48.0,-0.8,-0.7
194-1192A-003H-5-0.8,25.8,66.5,27.2,55.2,0.7,14.34
359-U1468A-004H-3-0.65,25.8,69.6,13.561,47.3,1.6,11.1
317-U1352B-003H-6-0.64,25.84,45.3,51.895,53.0,-0.6,-2.2
342-U1410A-003H-6-0.38,25.88,62.4,29.56,42.0,1.0,0.3
342-U1410A-003H-6-0.38,25.88,62.4,29.56,42.0,1.0,0.3
194-1197A-004H-1-0.8,25.9,59.3,22.6,54.38,1.36,8.78
194-1197A-004H-1-0.8,25.9,59.3,22.6,54.38,1.36,8.78
372-U1517C-005F-1-1.31,25.91,44.0,43.452,44.12,1.59,-2.38
194-1195A-004H-2-0.8,26.0,69.4,30.0,52.75,1.99,12.37
359-U1466A-004H-2-0.74,26.08,72.4,7.081,51.3,2.5,9.9
317-U1351B-004H-3-1.0,26.1,47.8,74.68,48.6,-1.0,4.1
194-1195B-003H-6-0.8,26.2,74.2,36.2,61.36,2.55,17.0
342-U1407A-004H-1-0.44,26.24,73.8,12.49,72.7,4.5,6.9
359-U1467A-004H-3-0.74,26.24,65.8,24.544,43.6,0.9,10.1
359-U1467B-004H-3-0.75,26.25,69.3,24.751,38.4,0.6,7.3
317-U1353A-004H-6-0.55,26.25,42.2,50.24,37.8,-1.3,3.9
342-U1411B-004H-5-0.38,26.28,69.9,33.59,40.7,-0.7,2.0
194-1198A-004H-2-0.8,26.3,56.5,28.2,63.05,-1.36,10.68
194-1198A-004H-2-0.8,26.3,56.5,28.2,63.05,-1.36,10.68
342-U1409A-004H-5-0.3,26.4,69.0,30.11,55.2,3.2,10.8
194-1193A-004H-1-0.8,26.4,62.7,24.8,55.3,-0.44,11.1
342-U1403A-004H-2-0.38,26.68,77.9,25.78,42.5,-1.0,2.1
342-U1408A-004H-3-0.38,26.68,72.4,27.95,57.2,-0.5,-1.2
194-1195B-003H-7-0.2,26.8,73.6,30.4,67.14,2.25,16.17
359-U1465A-004H-1-0.74,26.84,77.1,8.071,47.7,3.4,6.0
317-U1353A-005H-1-0.17,26.87,44.7,40.877,42.9,-0.6,1.6
317-U1351A-005H-2-0.315,26.92,45.2,47.173,47.5,-1.6,4.7
317-U1353B-004H-1-0.96,26.96,45.6,39.836,43.0,-1.1,2.0
317-U1353B-004H-1-0.96,26.96,45.6,39.836,43.0,-1.1,2.0
317-U1353B-004H-1-0.98,26.98,47.5,39.836,43.0,-1.1,2.0
342-U1405A-004H-2-0.38,27.08,77.5,17.13,50.8,-1.1,-1.5
342-U1406A-004H-2-0.38,27.08,79.3,10.32,65.2,-1.5,-0.2
359-U1470A-004H-5-0.69,27.1,67.3,31.284,46.5,2.0,2.9
342-U1410A-003H-7-0.18,27.18,65.2,24.83,51.3,1.6,-2.3
194-1192A-003H-6-0.8,27.3,71.3,37.8,56.13,0.35,13.31
359-U1471A-004H-3-0.8,27.4,70.9,25.907,46.0,1.4,6.6
194-1197A-004H-2-0.8,27.4,67.4,18.2,61.57,0.35,9.0
372-U1517C-005F-2-1.34,27.44,39.0,40.908,40.24,1.23,-1.79
194-1194A-004H-3-0.8,27.5,51.8,32.2,50.1,-1.03,11.28
194-1195A-004H-3-0.8,27.5,71.1,33.0,56.71,2.34,15.19
194-1194A-004H-3-0.8,27.5,51.8,32.2,50.1,-1.03,11.28
359-U1466A-004H-3-0.74,27.58,78.6,6.848,51.7,3.0,9.0
317-U1351B-004H-4-1.0,27.6,45.9,46.94,40.6,-0.8,2.5
342-U1407A-004H-2-0.38,27.68,71.0,15.04,75.5,3.7,9.0
342-U1411B-004H-6-0.37,27.77,72.2,36.19,38.0,-0.6,1.3
194-1198A-004H-3-0.8,27.8,65.6,33.2,58.61,-0.91,9.63
317-U1351A-006H-1-0.345,27.84,38.3,32.859,37.6,-0.9,-0.7
342-U1410A-004H-1-0.38,27.88,65.2,35.44,39.4,1.3,3.7
342-U1409A-004H-6-0.3,27.9,67.7,26.96,58.5,2.8,5.9
194-1193A-004H-2-0.8,27.9,70.8,30.2,55.23,-0.13,12.28
342-U1408A-004H-4-0.38,28.18,66.2,28.5,45.4,-3.4,2.7
342-U1403A-004H-3-0.38,28.18,75.1,35.59,42.3,-3.8,3.7
194-1195B-004H-1-0.8,28.2,58.8,23.8,38.53,2.12,13.51
194-1192A-003H-7-0.2,28.2,66.3,21.8,57.91,0.36,7.83
359-U1465A-004H-2-0.7,28.3,67.9,14.887,52.3,3.4,5.6
359-U1465A-004H-2-0.7,28.3,67.9,14.887,52.3,3.4,5.6
317-U1352B-004H-1-1.13,28.33,48.0,54.143,46.7,-0.8,-1.2
317-U1353B-005H-1-0.68,28.38,51.5,35.385,28.4,0.8,-2.3
317-U1351B-005H-1-0.25,28.45,54.1,9.331,40.8,-0.2,1.7
372-U1517C-005F-3-0.92,28.5,38.0,38.274,37.5,1.15,-0.78
342-U1405A-004H-3-0.38,28.58,85.2,16.0,45.8,-0.7,1.1
342-U1406A-004H-3-0.38,28.58,79.3,10.65,62.9,-1.4,0.8
359-U1468A-004H-5-0.72,28.62,70.9,13.514,48.1,1.9,9.1
359-U1468A-004H-5-0.72,28.62,70.9,13.514,48.1,1.9,9.1
194-1197A-004H-3-0.8,28.9,69.5,21.8,68.88,0.39,11.0
194-1195A-004H-4-0.8,29.0,76.5,29.2,68.97,1.56,15.17
194-1194A-004H-4-0.8,29.0,55.9,31.2,52.26,-0.83,10.35
359-U1466A-004H-4-0.74,29.08,71.8,19.401,52.8,3.1,9.4
342-U1411B-004H-7-0.18,29.08,73.8,31.93,37.5,-1.6,3.4
359-U1470A-004H-7-0.28,29.12,66.8,19.164,44.0,1.0,4.7
342-U1407A-004H-3-0.38,29.18,69.1,17.09,68.3,2.9,4.9
372-U1517C-005F-4-0.52,29.2,43.0,39.304,42.17,1.58,-3.85
359-U1467A-004H-5-0.74,29.24,63.1,27.931,45.2,0.3,7.3
359-U1467B-004H-5-0.75,29.25,73.0,33.588,38.0,0.6,9.1
342-U1409A-004H-7-0.18,29.28,66.0,30.2,53.5,3.4,11.6
194-1198A-004H-4-0.8,29.3,57.3,29.0,66.99,-0.98,9.57
342-U1410A-004H-2-0.38,29.38,62.5,36.64,43.4,1.3,0.7
194-1193A-004H-3-0.8,29.4,70.4,36.2,53.9,0.36,10.09
194-1193A-004H-3-0.8,29.4,70.4,36.2,53.9,0.36,10.09
317-U1354B-008H-2-1.46,29.56,42.4,49.562,48.0,-1.3,2.8
317-U1354B-008H-2-1.48,29.58,43.2,49.562,48.0,-1.3,2.8
342-U1408A-004H-5-0.38,29.68,69.9,24.45,54.4,0.3,10.0
342-U1403A-004H-4-0.38,29.68,77.9,29.8,36.2,-2.9,6.9
194-1195B-004H-2-0.8,29.7,76.9,26.8,64.32,3.82,22.08
342-U1411B-005H-1-0.38,29.78,71.5,33.28,43.1,-0.8,-1.2
317-U1351B-005H-2-0.25,29.78,34.8,43.939,43.5,-0.5,-1.0
359-U1465A-004H-3-0.75,29.85,71.4,18.494,53.9,3.8,6.5
359-U1465A-004H-3-0.75,29.85,71.4,18.494,53.9,3.8,6.5
342-U1409A-005H-1-0.38,29.98,71.3,23.4,58.5,2.8,7.1
342-U1406A-004H-4-0.38,30.08,79.9,12.9,59.9,-1.5,-1.2
342-U1405A-004H-4-0.38,30.08,84.5,15.02,48.0,-1.3,-0.1
317-U1354B-008H-3-0.68,30.28,43.9,61.955,39.9,-0.8,0.7
194-1192A-005H-1-0.8,30.3,48.0,24.2,50.75,3.77,12.75
359-U1471A-004H-5-0.79,30.39,68.2,28.878,41.9,1.3,9.9
194-1197A-004H-4-0.8,30.4,68.1,18.0,64.27,0.26,8.38
194-1194A-004H-5-0.8,30.5,56.0,27.2,51.39,-0.8,8.29
194-1195A-004H-5-0.8,30.5,69.7,29.2,61.97,3.11,17.53
194-1194A-004H-5-0.8,30.5,56.0,27.2,51.39,-0.8,8.29
317-U1351B-005H-2-1.0,30.53,42.7,35.9,33.1,0.4,-1.9
359-U1466A-004H-5-0.74,30.58,75.5,10.234,53.8,2.6,7.0
342-U1407A-004H-4-0.38,30.68,72.2,16.69,72.7,3.9,4.0
359-U1468A-004H-7-0.33,30.68,74.9,10.944,43.0,1.7,12.3
372-U1517C-006F-1-1.43,30.73,44.7,36.78,40.97,1.26,-0.49
194-1198A-004H-5-0.8,30.8,60.6,22.0,64.93,-0.92,8.99
342-U1410A-004H-3-0.38,30.88,61.2,36.27,39.4,0.5,0.0
194-1193A-004H-4-0.8,30.9,64.2,37.4,53.37,-0.25,10.59
342-U1408A-004H-6-0.15,30.96,68.5,25.06,60.8,0.4,-1.6
317-U1353A-005H-4-0.67,31.11,50.2,32.172,34.9,-1.0,1.4
342-U1403A-004H-5-0.38,31.18,73.7,35.16,43.1,-1.5,1.9
194-1195B-004H-3-0.8,31.2,74.4,29.8,61.54,3.08,17.98
317-U1351B-005H-3-0.25,31.22,46.8,44.666,42.9,-1.1,1.6
